ComID,LengthKM,Tidal,SLOPE,Width_bkfl_m
4290341,3.684,0,0.02131295,3.368883115
4290611,4.21,0,0.0172463,5.350805218
4292653,0.247,0,0.00870445,5.487963965
4290349,1.671,0,0.01193895,5.96110328
4290361,4.1669998,0,0.01363364,4.751226469
4290365,3.8010001,0,0.01751027,5.133106506
4290367,1.802,0,0.01962819,3.020073059
4290511,0.722,0,0.00001,1.347259025
4290379,1.025,0,0.00902439,2.588388472
4290515,0.462,0,0.00003205,2.19469535
4290505,1.522,0,0.00149802,3.743525654
4290383,0.62,0,0.00864516,2.160233469
4290503,0.765,0,0.0005098,2.001706072
4290375,0.191,0,0.00001,1.535835095
4290517,0.534,0,0.00001,1.42489107
4290377,2.4949999,0,0.00828857,3.605977615
4290513,0.806,0,0.00123475,2.000998631
4290429,3.9219999,0,0.01810975,3.522157021
4290353,2.684,0,0.00721684,7.701084724
4290423,6.283,0,0.01512473,4.780044552
4290355,5.7480001,0,0.01523758,5.016204589
4290417,8.8219995,0,0.01072532,6.46648425
4290577,2.6240001,0,0.00921584,3.35034021
4290337,7.0869999,0,0.01212078,6.218701935
4290329,2.3929999,0,0.0175888,4.182258643
4290331,1.9299999,0,0.00784831,3.388160374
4290475,0.301,0,0.00933554,3.577596064
4290333,7.2210002,0,0.00745049,8.961228327
4290465,1.312,0,0.00007621,6.273105846
4290411,5.9949999,0,0.00747305,5.668677504
4290299,4.5219998,0,0.01001829,4.549679197
4290303,4.3410001,0,0.01675256,3.471545777
4290307,3.8169999,0,0.01734042,3.512899293
4290571,0.124,0,0.03290322,2.384536316
4290615,0.332,0,0.00001,2.377995997
4290605,2.375,0,0.00793684,4.359614221
4290617,0.158,0,0.00001,0.729627192
4290593,4.526,0,0.01771937,4.149290831
4290583,5.1690001,0,0.01645945,4.573888044
4290575,4.1620002,0,0.00447407,4.632023247
4290603,2.0090001,0,0.00296665,3.605977615
4290557,0.328,0,0.00528089,0.368674165
4290265,1.205,0,0.006,2.029801567
4290559,0.356,0,0.00308988,2.332307287
4290555,0.281,0,0.00334519,2.401104013
4289455,0.039,0,-9998,0
4290097,0.048,0,0.00001,0.053213532
4289627,2.964,0,0.01015636,4.650326887
4290017,0.052,0,0.00001,4.662185719
4289453,0.327,0,0.00001,4.656716165
4290267,4.1259999,0,0.01255281,2.766591954
4290441,0.039,0,0.00001,2.766591954
4290071,0.327,0,0.00067796,0.923220277
4289449,1.262,0,0.00119651,2.042318447
4290001,0.034,0,0.00352941,2.042318447
4289993,0.021,0,0.05,6.446968205
4289625,11.1680002,0,0.00509068,6.446089692
4289991,0.059,0,0.00001,6.447187815
4289441,4.5209999,0,0.01114161,2.776808355
4289979,0.054,0,0.00148148,2.776808355
4289437,0.39,0,0.00001,1.368115668
4289975,0.212,0,0.00193548,0.271336839
4289977,0.085,0,0.00001,1.38047841
4292671,0.035,0,0.00001,40.76069722
4289427,0.7,0,0.00001,40.76034987
4289425,0.25,0,0.00001,40.57900812
4289435,0.811,0,0.00001,1.053574183
4290113,0.139,0,0.00001,0.191864119
4290121,0.021,0,-9998,0
4289623,5.8010001,0,0.00319575,3.703218362
4289615,4.6290002,0,0.00707712,3.59457311
4290069,0.731,0,0.00001,2.023514092
4290085,0.044,0,0.00295454,2.99701334
4289387,2.152,0,0.01055762,2.996540886
4290067,0.33,0,0.00001,2.409932713
4290079,0.06,0,0.04866666,2.623702361
4289371,2.033,0,0.01237387,2.622082958
4290089,0.038,0,0.00789473,2.287563035
4289429,3.7019999,0,0.00838355,2.286944022
4289965,0.041,0,0.00658536,2.495368574
4289433,2.9790001,0,0.00893248,2.491393698
4289421,2.2449999,0,0.00586634,2.008061832
4289619,3.0120001,0,0.01155485,3.524166352
4289981,0.053,0,0.01245283,3.524568081
4289375,0.922,0,0.00159436,2.5269425
4289933,0.84,0,0.00042857,2.332307287
4289607,2.178,0,0.00247947,1.247967948
4289407,0.504,0,0.0144246,2.921418067
4289411,0.227,0,0.00806167,2.862175788
4289951,0.055,0,0.01,2.870079637
4289953,0.059,0,0.00001,2.808243009
4289613,0.68,0,0.02154716,2.379186483
4289959,0.013,0,-9998,2.379186483
4289957,0.188,0,0.00340425,2.39815389
4289611,1.122,0,0.016286,1.452446763
4289955,0.042,0,0.00904761,1.452446763
4289621,4.415,0,0.00575449,1.547773007
4289393,0.364,0,0.01395604,4.906910947
4289931,0.122,0,0.00163934,4.908930311
4289397,2.901,0,0.00784442,2.8122735
4289391,3.2739999,0,0.01145646,3.632578809
4289385,3.9530001,0,0.00829243,5.77262594
4289925,0.086,0,0.00232558,5.773116455
4289379,5.7800002,0,0.00446891,4.214296734
4289381,2.7739999,0,0.0066692,3.083172029
4289913,0.243,0,0.00148148,3.726847247
4289377,2.9130001,0,0.01295914,5.13889557
4289367,2.293,0,0.0037549,3.660147276
4289917,0.084,0,0.00583333,5.140548391
4290059,0.404,0,0.00665354,2.131864536
4289911,0.078,0,0.0026923,4.583474001
4289601,9.2539997,0,0.00718475,4.580693048
4289897,0.052,0,0.00001,2.478288506
4289901,0.199,0,0.00001,1.226222688
4289365,0.89,0,0.00001,2.477145648
4289355,2.1459999,0,0.00195712,6.115390238
4289581,3.891,0,0.01623095,2.591668374
4289591,5.823,0,0.00050414,4.984207925
4289335,2.0610001,0,0.01137624,2.26454686
4289343,2.533,0,0.00904362,2.75531016
4289359,0.55,0,0.00001,1.483312293
4289881,0.114,0,-9998,0
4289877,0.056,0,0.00001,1.484266499
4289583,3.993,0,0.01818432,3.179480712
4289867,0.042,0,0.00047619,3.179480712
4290049,0.534,0,0.00510416,1.261508684
4289329,6.0700002,0,0.00670045,4.788626592
4289831,0.101,0,0.00001,4.632634533
4289575,4.335,0,0.00406451,4.630188903
4289315,0.416,0,0.00001,1.193455085
4289801,0.07,0,0.00001,1.202908342
4289813,0.083,0,-9998,0
4289787,0.056,0,0.00035714,1.409907571
4289797,0.046,0,-9998,0
4289309,0.733,0,0.00080491,1.407897724
4289775,0.056,0,0.00232142,7.080599862
4289295,0.479,0,0.00340292,7.079799975
4289285,3.4890001,0,0.01247678,4.957433885
4289769,0.097,0,0.00001,4.962572011
4289271,4.9679999,0,0.0123936,4.746157857
4289753,0.054,0,0.00296296,4.746754445
4289267,0.475,0,0.00867368,1.004030916
4289745,0.065,0,0.00001,1.005440083
4290037,0.329,0,0.00001,0.826096169
4289235,2.687,0,0.03355787,2.570824988
4289685,0.068,0,0.00161764,2.574677238
4289687,0.019,0,-9998,2.570824988
4290025,0.262,0,0.00955357,1.27934008
4289259,1.826,0,0.00310262,4.966279573
4289713,0.054,0,0.00001,5.00603316
4289707,0.103,0,0.00262135,0.412190247
4289233,0.05,0,0.0096,0.328030243
4290031,0.17,0,0.00001,0.266067661
4289693,0.076,0,0.00052631,3.272091392
4289237,4.4429998,0,0.00012829,3.264293467
4289709,0.052,0,-9998,0
4289251,0.814,0,0.00034398,4.284267704
4289733,0.029,0,-9998,0
4289729,0.08,0,0.00001,4.307010063
4289273,2.8989999,0,0.00464896,4.32930594
4289757,0.105,0,0.00704761,4.348232671
4289275,2.323,0,0.01912143,3.326165023
4289557,1.6619999,0,0.02365824,1.253627696
4290041,0.398,0,0.00576612,0.590166621
4289293,4.8080001,0,0.0043282,9.599550106
4289353,3.369,0,0.00232298,4.154065228
4290055,0.278,0,0.00001,0.899922486
4289589,4.277,0,0.0047884,2.94362715
4289317,2.9660001,0,0.00859004,1.723494218
4289567,5.3449998,0,0.00127221,16.5313471
4289629,2,0,0.00001,5.60588839
4289561,5.099,0,0.0110002,3.817306024
4289287,1.025,0,0.00228292,4.759563005
4289793,0.604,0,0.00160596,4.571410986
4289307,3.2690001,0,0.00388586,3.775161644
4289551,4.8590002,0,0.014149,5.464177332
4289245,0.565,0,0.00950442,9.886839414
4289747,0.408,0,0.00394607,9.722506969
4289241,1.539,0,0.01465886,9.692607872
4289261,2.1199999,0,0.01454314,2.305442118
4289265,0.076,0,0.00001,1.160982205
4290073,0.03,0,0.00001,1.160982205
4290039,0.244,0,0.01148936,1.153641886
4289257,5.3829999,0,0.01489132,3.446577665
4289741,0.046,0,0.12956521,3.446577665
4290035,0.715,0,0.00001,1.646182785
4289725,0.075,0,0.00026666,3.314652078
4289239,3.5969999,0,0.01608006,3.313370393
4290033,0.58,0,0.00001,1.89712026
4289219,2.4349999,0,0.02437882,3.558549277
4289193,1.956,0,0.00290388,22.86479652
4289215,2.3989999,0,0.01224988,2.867118247
4289231,0.036,0,0.00222222,0.487710078
4290029,0.229,0,0.00063291,0.454656618
4289695,0.055,0,0.01363636,0.490604525
4289197,2.8080001,0,0.01190368,3.246461606
4288429,2.5869999,0,0.02017644,2.611261274
4289179,0.249,0,0.01823293,2.631784429
4288523,3.4189999,0,0.00577393,2.105804093
4288417,2.4660001,0,0.00524816,3.384815694
4289203,4.71,0,0.01261241,5.228483405
4288715,0.18,0,0.013,1.74228613
4288371,2.4990001,0,0.0107523,2.93543902
4288363,4.3239999,0,0.02212534,3.203436954
4289211,0.352,0,0.00085227,0.815748
4289659,0.039,0,0.00001,0.82093839
4289655,0.058,0,-9998,0
4289189,2.9779999,0,0.03939179,4.746157857
4289639,0.158,0,0.03987341,4.751524454
4288423,3.1700001,0,0.03241721,4.29812521
4288691,0.057,0,0.05210526,4.298454606
4288419,4.131,0,0.02481286,3.532192248
4288681,0.106,0,0.06924528,3.53379524
4288321,2.24,0,0.00674162,1.781660259
4288283,2.418,0,0.02290322,5.495440583
4288299,2.678,0,0.03131067,3.268627945
4288285,1.402,0,0.03944365,3.577200291
4288317,4.6799998,0,0.02196866,3.264727174
4288389,3.2349999,0,0.03176914,4.235075102
4288337,4.9920001,0,0.01137752,5.511134156
4288305,4.6939998,0,0.02036751,2.987076109
4288289,10.6929998,0,0.01672028,8.891119759
4288515,5.1409998,0,0.01369188,8.959016107
4288655,0.073,0,0.00561643,8.959806248
4288325,3.665,0,0.00673396,7.446282702
4288293,6.5819998,0,0.01754508,5.206774848
4288291,3.1570001,0,0.0228508,3.591814873
4288269,0.855,0,0.01395321,1.301285764
4288711,0.376,0,0.00001,0.877620054
4288267,0.374,0,0.01243315,1.77289729
4288709,0.523,0,0.01924932,1.622794627
4288327,3.0829999,0,0.02324812,3.10194272
4288351,2.1670001,0,0.07910262,1.368115668
4288647,0.102,0,0.01264705,1.36915016
4288643,0.095,0,0.06663157,2.143125045
4288345,3.6240001,0,0.04905872,2.140480843
4288333,3.0280001,0,0.03858982,4.597045556
4288613,0.121,0,0.03644628,4.598893119
4288311,3.733,0,0.01862684,3.053640817
4288309,2.1300001,0,0.04060606,1.353549763
4288609,0.135,0,0.01459259,2.173953523
4288331,3.1170001,0,0.05638692,2.152354172
4288319,4.1040001,0,0.05788568,2.732088666
4288599,0.096,0,0.004375,2.732606843
4288503,3.7539999,0,0.02140399,2.414628154
4288483,1.494,0,0.01127844,3.541399543
4288211,2.9660001,0,0.07034078,2.388689013
4288213,2.4920001,0,0.05838599,1.872330056
4288469,4.368,0,0.01295874,5.550301498
4288459,3.9119999,0,0.02945507,2.754282251
4288161,2.3940001,0,0.03706773,2.004533342
4288169,2.5710001,0,0.03088393,2.415800588
4288465,2.914,0,0.03399059,3.097374992
4288175,6.6729999,0,0.00358759,17.97459855
4288159,1.017,0,0.00001,14.18517468
4288157,4.0879998,0,0.0170132,9.680622377
4288173,2.9030001,0,0.02598002,5.911494133
4288461,9.8199997,0,0.01015376,10.22517093
4288227,5.9819999,0,0.02833333,5.734730292
4288231,0.313,0,0.00001,1.809260092
4288707,0.413,0,0.00001,1.545942405
4288219,2.098,0,0.027102,5.015357758
4288223,2.8280001,0,0.02307692,3.155342593
4288229,3.5910001,0,0.02172914,3.217989086
4288199,0.285,0,0.00001,0.212854128
4288221,2.405,0,0.03147193,4.461376326
4288479,3.4809999,0,0.04093365,3.018666302
4288485,2.5309999,0,0.04897942,2.286944022
4288491,4.5019999,0,0.03608545,3.52898408
4288497,2.2249999,0,0.06608192,1.991779024
4288259,2.194,0,0.01869863,2.576326439
4288277,4.323,0,0.04924275,2.972822443
4288301,3.352,0,0.0540662,2.170042359
4288591,0.13,0,0.03807692,1.992489739
4288341,3.1760001,0,0.06238677,1.981087701
4288313,2.881,0,0.03641157,2.286944022
4288329,2.6819999,0,0.05578593,1.557802863
4287473,1.762,0,0.01240694,1.320725134
4287439,0.302,0,0.08218543,3.665558839
4287819,0.161,0,0.04577639,3.674046619
4287443,2.553,0,0.0463712,2.713890138
4287441,3.5999999,0,0.04965217,2.43157312
4287423,1.5319999,0,0.08645441,1.240000903
4287815,0.076,0,0.12842105,1.241142184
4287357,2.2939999,0,0.05004664,2.664398949
4288233,4.8899999,0,0.03239029,3.556161256
4288255,1.885,0,0.04401152,1.686961292
4288281,2.852,0,0.0057772,3.194141988
4288509,2.9400001,0,0.02739426,2.30667005
4288247,4.4460001,0,0.03034916,3.234227252
4288263,2.638,0,0.07191318,1.903081375
4288251,2.385,0,0.04967352,2.314023958
4287405,1.774,0,0.0977032,1.339882502
4288225,1.7640001,0,0.05535935,2.38156567
4288183,1.921,0,0.05216704,2.196629855
4288187,3.175,0,0.04553719,2.489119491
4288471,2.1140001,0,0.05754457,2.005239537
4288215,2.895,0,0.06214571,1.713607936
4288217,2.4419999,0,0.06876527,2.434482746
4288135,2.3380001,0,0.02087681,8.361639246
4288137,4.6859999,0,0.01704011,6.754136866
4288143,2.6129999,0,0.01373899,3.611470349
4288701,0.478,0,0.00001,1.9667422
4288125,4.8930001,0,0.02311973,4.729422832
4288139,3.227,0,0.02709327,3.783029305
4288699,0.894,0,0.00091397,2.298060748
4288111,2.052,0,0.00880116,11.60128227
4288457,3.467,0,0.01394332,5.911015101
4288151,2.0450001,0,0.03044009,3.787517773
4288145,2.3069999,0,0.0221243,2.10243965
4288147,2.3989999,0,0.02357492,2.582364498
4288133,2.164,0,0.04964746,2.98755006
4288123,1.886,0,0.05140552,2.512332526
4289595,4.4850001,0,0.00357636,5.387196703
4290057,1.7920001,0,0.00033495,2.526382141
4289597,2.822,0,0.00475495,3.089594355
4289603,1.858,0,0.00085037,5.165003125
4289599,3.023,0,0.00996519,2.325620089
4287059,0.359,0,0.0075766,3.224581982
4287113,2.0669999,0,0.02004694,1.76569524
4287107,1.956,0,0.01119535,2.487412471
4287061,0.605,0,0.015719,3.199456704
4287169,0.341,0,0.007478,2.940739825
4287115,2.3099999,0,0.00999134,2.841821838
4287171,0.589,0,0.00001,1.733324113
4290589,2.1700001,0,0.00243564,2.552586077
4290591,3.7980001,0,0.01652412,4.162237168
4287105,1.9450001,0,0.01994988,1.96530189
4287763,0.938,0,0.00456289,66.3137549
4287335,0.234,0,0.03464285,0.191864119
4287761,0.173,0,0.0017919,0.291462519
4292711,0.133,0,0.001203,0.348944465
4287931,0.472,0,0.00001,173.5051838
4287721,3.7839999,0,0.00088794,173.5031356
4287929,0.356,0,0.00033707,173.554799
4288043,0.006,0,0.00001,173.554799
4287689,0.222,0,0.00001,190.4640251
4287919,1.932,0,0.0013561,190.4532386
4287927,1.846,0,0.00001,173.5770197
4287917,0.932,0,0.00001,190.4623972
4287911,0.339,0,0.00001,190.4637055
4287691,0.025,0,0.00001,190.4624641
4287703,1.262,0,0.00001,198.8218006
4287709,1.709,0,0.00001,198.8820221
4287935,2.77,0,0.00058844,198.812201
4287939,1.484,0,0.00001,198.8762913
4287707,0.198,0,0.00001,198.8700334
4287701,0.047,0,0.00001,198.8343975
4287937,0.86,0,0.00001,198.8685739
4287947,0.541,0,0.00001,4.299771938
4287949,0.991,0,0.00132189,2.052001014
4287735,0.226,0,0.00001,0.106427064
4287737,0.353,0,0.00001,173.0553808
4287951,1.326,0,0.00001,173.0605841
4287729,0.132,0,0.00001,173.0609359
4287733,0.066,0,0.00001,173.0558553
4287955,0.272,0,0.00474264,1.6743247
4287741,0.365,0,0.00001,0.314815502
4287965,1.966,0,0.00001,172.9671462
4287967,2.6159999,0,0.00001,172.937389
4287959,0.502,0,0.00001,173.0068991
4287957,0.93,0,0.00001,173.0523946
4287745,0.253,0,0.01142292,172.729117
4287963,0.594,0,0.00001,172.9709115
4287743,0.543,0,0.00001,173.0361779
4287739,0.238,0,0.00001,173.05336
4287993,0.947,0,0.00072861,3.363836096
4288893,1.893,0,0.026875,1.911988201
4289405,0.029,0,0.00001,13.55065643
4290125,0.229,0,0.0013924,13.55065643
4289791,0.059,0,0.00001,4.86634769
4289785,0.503,0,0.00055666,85.95705231
4289789,0.559,0,0.00109123,85.94395649
4289819,0.41,0,0.00051219,85.80760842
4289825,0.497,0,0.0005835,85.8063379
4289777,0.256,0,0.0009375,86.00984367
4289779,0.412,0,0.00021844,85.95813942
4290123,0.385,0,0.00001,32.70723769
4290087,3.0550001,0,0.0016923,32.70364456
4289569,1.714,0,0.00032672,14.46302296
4290127,0.065,0,0.00001,32.70749742
4289403,0.215,0,0.00018604,32.7091856
4292695,0.164,0,0.00001,53.7734788
4289971,0.547,0,0.00021937,53.82587572
4289967,0.423,0,0.00049645,53.77276789
4287055,0.985,0,0.00518781,4.248093295
4292665,0.527,0,0.00001,6.14449261
4292715,0.005,0,-9998,6.122794421
4287999,0.235,0,0.00001,0.231952409
4287781,0.138,0,0.00001,0.28656364
4289761,1.691,0,0.00057362,37.75454165
4289431,0.52,0,0.00001,40.55775397
4290111,0.061,0,0.00001,40.55150474
4290119,0.047,0,0.00001,40.55143491
4289457,0.192,0,0.00001,36.11497791
4290019,0.089,0,0.00001,36.11536995
4290095,0.105,0,0.00247619,36.11340973
4289673,4.967,0,0.00031407,51.61975933
4289899,0.611,0,0.00001,81.36354281
4289895,1.358,0,0.00313927,81.42319036
4289905,1.37,0,0.00105109,81.34930721
4289885,0.317,0,0.00001,81.94287863
4289891,0.447,0,0.00001,81.424338
4290553,3.4189999,0,0.00133957,35.95022108
4290115,0.386,0,0.00001,35.99332001
4290023,1.581,0,0.00165085,36.11117496
4287711,0.057,0,0.0145614,3.527378902
4290287,1.719,0,0.00001,39.5597787
4290453,2.8770001,0,0.00001,40.5786941
4287155,0.264,0,0.00079545,204.634857
4292649,2.286,0,0.00101487,204.8267515
4292651,0.762,0,0.00001,204.7381641
4287199,0.174,0,0.00001,204.6352029
4287941,0.183,0,0.00001,198.9513135
4287945,3.9849999,0,0.00001,200.6584714
4287713,0.743,0,0.00069986,198.9145675
4287717,0.764,0,0.00001,198.9880527
4287117,0.763,0,0.00001,200.6774299
4287127,0.122,0,0.00001,203.1982118
4287179,0.665,0,0.00001,203.1965186
4287943,1.048,0,0.00001,198.9827304
4287119,0.196,0,0.00001,200.730641
4287177,0.092,0,0.00010869,200.7258235
4287125,4.3280001,0,0.00001,203.1838716
4287173,0.163,0,0.00001,200.6777333
4287175,0.31,0,0.00001,200.731163
4287181,0.79,0,0.00001,203.2119309
4287129,0.497,0,0.00001,203.2140977
