ComID,LengthKM,Tidal,SLOPE,Width_bkfl_m
1050997,0.918,0,0.00001,18.6057978
1051003,0.975,0,0.00077948,18.51846209
1051001,0.087,0,0.01114942,18.49344421
1052279,0.528,0,0.00282196,18.49306141
1050975,0.033,0,0.00001,18.40603692
1050977,0.151,0,0.00001,18.38610318
1052271,1.445,0,0.00179238,18.38510207
1052277,0.351,0,0.00501424,18.22460541
1052275,1.583,0,0.00224889,18.18821091
1051021,0.989,0,0.00001,17.60853387
1051023,0.049,0,0.00306122,17.25464677
1051041,1.805,0,0.00001,17.16183848
1051055,0.323,0,0.00001,16.98778985
1051069,0.676,0,0.00187869,16.9450637
1052297,0.552,0,0.00132246,16.63559191
1051083,1.467,0,0.00296523,16.54786847
1052299,0.885,0,0.00001,16.29403219
1051085,1.016,0,0.00001,16.19921656
1051105,0.817,0,0.00121175,15.72592677
1052315,0.906,0,0.00226269,15.58729635
1052313,1.362,0,0.00114537,15.41962525
1052293,1.881,0,0.00144072,15.20231544
1051027,0.857,0,0.00119019,15.02639344
1052253,0.663,0,0.00072398,12.77712202
1050867,0.128,0,0.00132812,0.513172719
1050777,0.172,0,0.00001,12.54643739
1050785,1.112,0,0.00271582,12.46651215
1050761,0.375,0,0.00168,12.11633682
1050757,1.911,0,0.00382522,12.05706382
1050721,0.814,0,0.00302211,10.52942387
1050709,0.889,0,0.0047469,9.203479985
1050679,0.107,0,0.00289719,9.042386853
1050675,0.622,0,0.00008038,8.851859538
1050655,2.728,0,0.00261363,8.687506376
1050583,0.879,0,0.00538111,6.490524121
1052111,4.311,0,0.00671769,6.010774087
1050483,2.542,0,0.00964988,3.102399123
1052741,0.244,0,0.02094262,0.727684107
1055053,1.989,0,0.00001,16.58888656
1054953,1.979,0,0.00001,12.58002114
1051851,2.716,0,0.00051914,12.41187813
1051687,0.746,0,0.00017426,11.96996977
1051661,1.623,0,0.00197781,11.83723031
1051617,0.098,0,0.00001,11.66347885
1051613,1.506,0,0.00142098,11.17192729
1051601,0.712,0,0.00446629,10.83650172
1051579,0.951,0,0.0022082,10.720777
1051533,0.189,0,0.00001,10.40089761
1051527,1.362,0,0.00093979,8.108387401
1051509,0.876,0,0.00124429,7.780284272
1051481,3.101,0,0.00303128,7.038482905
1051349,0.913,0,0.00174151,6.27084844
1051337,0.464,0,0.00144396,5.99402668
1051329,1.181,0,0.00408975,3.710857022
1051285,1.197,0,0.0068421,3.021947716
1051259,1.798,0,0.01498887,2.369048281
1051553,0.578,0,0.00001,6.989835958
1051555,3.244,0,0.00314426,6.49815452
1051541,1.288,0,0.00167701,5.848164758
1051543,0.158,0,0.00158227,5.436121088
1051549,0.757,0,0.00183619,4.962857306
1051547,0.031,0,0.00645161,4.672499631
1051559,1.429,0,0.00477956,4.521584855
1051551,2.037,0,0.00458517,3.771784766
1051469,2.173,0,0.01185918,2.291273602
1055593,2.464,0,0.00025568,9.768850888
1055559,0.621,0,0.0000161,8.679027577
1055511,0.45,0,0.00001,8.031718501
1055485,1.294,0,0.00001,7.956268372
1055413,1.337,0,0.00140613,7.813696467
1055351,0.479,0,0.00334029,4.028092154
1055327,4.195,0,0.00529439,3.724186977
1056407,1.652,0,0.00145278,10.61366543
1056321,0.744,0,0.00309139,9.551940184
1056311,2.384,0,0.00260486,9.383252434
1056259,1.86,0,0.00345161,8.998752856
1056227,2.305,0,0.00335357,8.705415087
1056137,0.906,0,0.00375275,8.34485917
1056077,1.336,0,0.00219311,7.66865896
1056031,1.454,0,0.00273039,7.143706108
1055937,0.544,0,0.00056985,6.692011596
1055907,0.422,0,0.00026066,6.514692613
1055877,1.941,0,0.0030036,5.964902279
1055807,1.294,0,0.00391808,5.465472744
1055793,1.199,0,0.00208507,4.876229789
1055757,1.076,0,0.00423791,4.196790393
1055759,2.414,0,0.00518641,3.003148481
1056667,0.333,0,0.00744744,11.75657826
1057313,1.043,0,0.00223394,10.86090667
1056627,0.259,0,0.00428571,10.68068633
1056611,2.156,0,0.00165584,10.5921666
1056527,1.374,0,0.00270742,10.18299022
1056455,1.225,0,0.00190204,9.271226801
1056433,1.818,0,0.00249724,8.785230224
1056345,0.211,0,0.00265402,8.500185109
1056329,0.74,0,0.00293243,8.384635911
1056313,0.113,0,0.00001,8.152966106
1056297,0.99,0,0.00084848,6.946761156
1056251,1.825,0,0.00267945,6.392050588
1056145,2.79,0,0.00464157,5.813684931
1055985,0.04,0,0.00001,4.424089981
1055975,2.607,0,0.00400843,4.348558271
1055821,0.1,0,0.0283,3.43917539
1055815,1.027,0,0.00549172,3.064286357
1055765,1.937,0,0.00909654,2.021413921
1057305,1.205,0,0.00001,26.99888073
1057625,0.074,0,0.00001,26.99898561
1058139,0.056,0,0.00001,26.99977221
1056603,2.761,0,0.00079681,26.91268797
1056509,1.154,0,0.00001,26.8122284
1056479,0.375,0,0.00037333,26.68073647
1056459,2.348,0,0.00019591,26.26242809
1056337,3.201,0,0.00051546,25.96983928
1056233,1.092,0,0.00176739,25.87151964
1056175,0.359,0,0.00069637,29.37136319
1056113,2.07,0,0.00111111,27.67190652
1056025,1.736,0,0.00255184,11.07250727
1055921,0.588,0,0.00302721,10.8382001
1055891,3.897,0,0.00150115,9.380234146
1055789,2.318,0,0.00232096,6.806341514
1055669,0.286,0,0.00108391,6.451358976
1055659,0.9,0,0.00232222,6.268590221
1055615,3.733,0,0.00219394,5.834834071
1055435,1.879,0,0.00345396,5.07987203
1055329,1.168,0,0.00356164,3.986755553
1055275,1.058,0,0.00337429,3.240350203
1055213,0.763,0,0.00676277,2.717539593
1055029,0.026,0,0.00001,0.801742702
1055145,1.474,0,0.00885345,2.29497817
1057833,0.161,0,0.00596273,0.798202982
1057397,0.319,0,0.00799373,1.168276406
1057395,0.01,0,0.182,0.815748
1056071,0.855,0,0.00060818,27.47802735
1056021,0.452,0,0.00311946,27.42371652
1055989,1.979,0,0.00056594,27.38657061
1055887,3.771,0,0.00076902,27.14349196
1055751,0.711,0,0.00483825,17.33944796
1055713,1.593,0,0.00001,17.26498268
1055687,1.238,0,0.00221324,17.17404404
1055629,1.367,0,0.00128749,17.09148737
1055553,0.753,0,0.00001,16.96009688
1055497,0.933,0,0.00017148,16.48864034
1055463,0.66,0,0.00204545,16.40582775
1055433,2.566,0,0.00081449,16.26472284
1055301,1.426,0,0.00001,16.04968119
1055217,0.223,0,0.00058295,15.82259436
1055199,0.578,0,0.0000692,15.55474416
1055139,0.808,0,0.00001,15.38616623
1055061,0.121,0,0.00001,15.04748471
1055059,0.286,0,0.00001,14.921249
1055045,0.897,0,0.00337792,12.50970804
1054993,0.981,0,0.00109072,12.43079956
1057219,3.185,0,0.00156357,12.12381316
1051811,1.013,0,0.00352418,11.84069847
1051757,0.902,0,0.00181818,11.69729788
1051725,0.604,0,0.00084437,11.46032206
1052393,2.513,0,0.00184639,11.23990228
1052385,4.216,0,0.00185483,10.24329394
1051437,1.525,0,0.00266885,9.684131862
1051409,0.295,0,0.0018983,9.368302403
1051401,0.848,0,0.00185141,9.2266802
1051377,1.005,0,0.0041592,8.80760317
1052353,0.818,0,0.00001,7.632571823
1051321,0.044,0,0.00001,7.469443824
1052341,1.897,0,0.00222983,7.264183147
1052399,0.668,0,0.00176646,6.934521596
1052329,1.909,0,0.00196437,6.722619489
1051199,0.412,0,0.00257281,6.03662902
1051197,2.528,0,0.00572389,3.708567076
1051113,2.242,0,0.00842551,2.534215902
1057267,3.133,0,0.00051069,21.91712873
1055697,0.122,0,0.00001,21.80105872
1057263,1.651,0,0.00073288,21.82325814
1055635,1.147,0,0.00378378,21.19582558
1055583,0.806,0,0.00001,21.10552264
1055541,3.273,0,0.00026886,21.01456216
1055421,0.729,0,0.00001,18.54275903
1055373,0.39,0,0.00205128,18.36028805
1057465,0.654,0,0.00336391,18.35728035
1055315,2.303,0,0.0012158,18.32725343
1055165,1.211,0,0.00175887,17.96325224
1055091,1.564,0,0.00165601,17.736558
1055009,2.264,0,0.00194346,17.5989629
1054915,2.117,0,0.00496929,17.42773642
1054817,0.422,0,0.00001,17.31689672
1054797,0.395,0,0.00001,17.28268699
1051803,0.359,0,0.00420612,17.27605
1051777,1.231,0,0.00001,17.04270849
1051729,1.824,0,0.00060307,16.86037826
1051695,0.736,0,0.00171195,16.55881657
1051691,2.233,0,0.00173309,16.11219287
1051673,0.49,0,0.00457142,15.7615392
1051653,2.022,0,0.00022255,15.15100561
1051641,1.06,0,0.00125471,14.79211767
1051619,2.586,0,0.00202242,12.5614372
1051497,1.021,0,0.00097943,6.500332988
1052365,2.7,0,0.00237407,6.169557728
1052349,5.349,0,0.0092335,4.102276714
1052363,2.781,0,0.00160733,10.92589281
1051431,1.095,0,0.00001,10.60499102
1052357,0.799,0,0.00058823,10.34274506
1052355,0.09,0,0.021,10.18868926
1051359,1.23,0,0.00182113,9.873369014
1051307,1.264,0,0.0026424,8.767646033
1051281,0.548,0,0.00262773,8.543050996
1051255,1.399,0,0.0005075,8.121298576
1051235,2.844,0,0.00364978,6.049515048
1051101,1.457,0,0.00448867,4.75480106
1051049,2.521,0,0.01253074,2.916082139
1056695,0.456,0,0.00239035,21.94482451
1056685,0.78,0,0.00546153,21.9243627
1056655,1.018,0,0.00048133,21.83571108
1056633,0.78,0,0.00458974,21.74064237
1056623,0.206,0,0.00001,21.66686181
1057297,0.582,0,0.00001,21.62761874
1056599,1.242,0,0.00001,21.48482767
1056563,0.835,0,0.00001,24.89773538
1056547,1.046,0,0.00001,24.79447969
1056549,0.519,0,0.00132947,24.42159096
1056515,1.147,0,0.000619,24.38358781
1057283,3.782,0,0.00090428,23.61853714
1056413,0.851,0,0.00037602,23.49683265
1056411,1.619,0,0.00072266,23.24810243
1056371,1.179,0,0.00043256,23.17734924
1056367,2.855,0,0.00078108,21.53163126
1056245,1.184,0,0.00033783,21.35620216
1056221,1.178,0,0.00079796,21.15350015
1056195,1.501,0,0.00212524,20.83301287
1056169,0.649,0,0.00001,20.70252617
1056153,1.124,0,0.00001,20.59831149
1056103,3.141,0,0.00102833,20.49225416
1056007,0.989,0,0.00001,19.70094036
1055919,1.396,0,0.00139684,19.12299188
1055867,2.101,0,0.00089481,16.38467035
1055773,1.887,0,0.00195018,15.46482658
1055693,1.268,0,0.00155362,15.29997785
1055623,0.569,0,0.00240773,14.99186796
1055601,0.801,0,0.00001,14.77583702
1055569,0.3,0,0.00293333,14.61125765
1055545,2.271,0,0.00082342,14.56097662
1055419,0.536,0,0.00102611,14.22703365
1055405,2.064,0,0.00195251,10.73146894
1055323,1.657,0,0.00308388,10.03396145
1055285,0.528,0,0.00001,9.824059723
1055261,4.389,0,0.00300524,8.085655684
1054971,1.012,0,0.00153162,7.22490063
1057223,2.778,0,0.00333333,5.992609261
1051781,0.083,0,0.01626506,4.244425539
1054833,1.82,0,0.00572527,5.04968102
1051771,1.301,0,0.00480399,4.021408271
1054789,0.458,0,0.01454148,1.022198572
1051773,1.842,0,0.0105266,2.411694574
1057257,4.385,0,0.00269099,9.966285133
1055409,0.873,0,0.00147766,9.386420591
1055403,1.77,0,0.00157627,7.568116764
1055335,0.966,0,0.00334368,6.074972053
1055295,1.381,0,0.00304127,5.714945067
1055273,1.391,0,0.00585909,5.13089943
1055205,0.365,0,0.00402739,4.064482885
1055181,0.709,0,0.00001,3.892961772
1055127,0.622,0,0.00768488,3.526576039
1055101,0.046,0,0.01804347,3.384397376
1055099,0.793,0,0.00581336,3.059199634
1055067,1.84,0,0.0169076,1.739032559
1055875,2.44,0,0.00153688,11.02663484
1055893,2.022,0,0.0009446,10.72249371
1055897,0.027,0,0.01222222,10.26814361
1055927,1.197,0,0.00115288,10.1115513
1055929,3.184,0,0.00285804,6.151861767
1055829,1.754,0,0.00616305,5.49440993
1055785,0.535,0,0.00164485,4.842431422
1055771,1.446,0,0.00682572,4.367401571
1055763,1.533,0,0.00485975,3.249948677
1056385,0.688,0,0.00223837,9.768416076
1056379,1.488,0,0.00196236,9.537996821
1056363,4.618,0,0.00232351,7.209991778
1056381,1.305,0,0.00289655,6.275136818
1056445,3.588,0,0.00356187,5.353715062
1056443,0.515,0,0.00269902,3.806534718
1056435,1.408,0,0.00435369,3.155791273
1056391,1.952,0,0.00852971,2.515148727
1058033,0.212,0,0.0095283,1.057598033
1056893,1.367,0,0.0009583,21.1748406
1056881,0.504,0,0.00071428,21.06046126
1057339,2.447,0,0.0001512,21.00020654
1056887,1.164,0,0.00001,20.74502096
1056899,0.943,0,0.00066808,20.67282372
1056917,1.244,0,0.00113344,20.5989301
1056921,0.632,0,0.00205696,19.74465862
1056929,0.676,0,0.00059171,19.68404445
1056947,2.084,0,0.0015547,19.5633383
1056959,0.672,0,0.00001,19.46713635
1056963,0.14,0,0.00001,19.35261378
1057347,3.224,0,0.00001,19.19548636
1057027,1.218,0,0.00043513,19.04159829
1057051,1.158,0,0.00187392,18.77389703
1057053,0.346,0,0.00040462,16.95684082
1057045,1.695,0,0.00038938,15.30312384
1057013,2.268,0,0.00123897,15.15278103
1056957,0.879,0,0.00007963,12.82159048
1056951,3.046,0,0.00182862,12.69061858
1056905,0.343,0,0.00020408,12.40400471
1056915,5.276,0,0.00172479,12.197512
1056847,1.05,0,0.00049523,11.4264212
1056819,0.984,0,0.00026422,10.99796396
1056795,3.1,0,0.0017,10.47063296
1056771,1.528,0,0.00036649,9.5873006
1056775,0.553,0,0.00180831,9.140189005
1056777,1.154,0,0.0032149,8.602506909
1056757,2.071,0,0.00198454,7.688020333
1056693,0.465,0,0.0032258,6.758956535
1057287,4.502,0,0.00256552,6.484631678
1056541,0.803,0,0.00317559,5.304831368
1056487,0.419,0,0.00572792,4.066572414
1056483,1.813,0,0.00614451,2.553695174
1056393,1.309,0,0.01478227,1.958084452
1057063,1.685,0,0.00934124,8.134015195
1057801,1.152,0,0.0003993,8.032247327
1057085,0.53,0,0.00239622,7.901448009
1057107,2.119,0,0.00169891,7.431627461
1057123,0.742,0,0.00285714,6.247096426
1057139,2.948,0,0.00508141,3.488227194
1057131,0.068,0,0.01264705,2.702912207
1057147,1.802,0,0.00938401,2.096370044
1057091,2.082,0,0.00134966,8.893348868
1057117,1.466,0,0.0033356,7.855802564
1057129,0.536,0,0.00164179,7.574474799
1056159,2.218,0,0.00064472,19.59689019
1057523,1.054,0,0.00334914,19.64451612
1057515,0.139,0,0.00001,19.59804612
1057525,1.633,0,0.00045927,11.08707485
1056237,1.159,0,0.00244176,10.96766914
1056239,0.509,0,0.0072888,6.692011596
1057537,1.721,0,0.00128994,6.664875405
1056289,1.442,0,0.00169902,6.277167132
1056309,1.045,0,0.00252631,5.747800498
1056361,1.389,0,0.00213822,5.060604106
1056397,1.488,0,0.00276881,4.489216698
1056473,1.741,0,0.00792073,2.225445645
1057477,2.295,0,0.00001,74.64777518
1057485,6.62,0,0.00001,74.7408259
1057455,1.941,0,0.00001,74.50206169
1057479,3.335,0,0.00001,74.56267891
1057447,0.835,0,0.00001,74.52364715
1051805,1.67,0,0.00001,72.27447749
1057373,1.076,0,0.00001,72.36557125
1052559,0.369,0,0.00001,72.27667151
1052567,0.343,0,0.00001,72.30712625
1057363,1.096,0,0.00001,72.34966308
1051709,3.592,0,0.00001,72.23005384
1051581,0.168,0,0.00001,62.45731906
1052155,2.579,0,0.00046917,56.65237189
1050507,0.912,0,0.00001,56.59073378
1050499,1,0,0.00001,56.56953877
1052105,0.462,0,0.00001,56.21986373
1050465,0.606,0,0.00001,56.20913433
1050449,2.169,0,0.00001,56.1887277
1050389,0.034,0,0.0067647,54.66876624
1050383,4.553,0,0.00061058,54.62990465
1050277,0.203,0,0.00001,54.54908769
1050261,2.224,0,0.00001,54.35821561
1050177,1.293,0,0.00204176,53.87309713
1050083,0.357,0,0.00173669,53.59743985
1050069,2.165,0,0.00001,53.57141358
1050007,0.347,0,0.00195965,53.51781515
1050001,1.626,0,0.00087945,53.36853025
1049961,5.548,0,0.00211427,35.39287986
1049831,5.662,0,0.00106499,35.25736852
1049747,4.115,0,0.00131956,35.01575762
1049653,3.5,0,0.00022,34.32870906
1049539,0.416,0,0.00574519,34.16060091
1049523,2.565,0,0.00020662,30.66318684
1048381,0.872,0,0.00263761,30.50732307
1049463,0.888,0,0.00001,30.5228664
1048355,2.343,0,0.00064874,30.46403839
1048295,1.855,0,0.00001,30.20607455
1048243,0.125,0,0.00001,2.296828213
1048237,0.537,0,0.00001,0.756306393
1048223,0.889,0,0.00001,30.11791899
1048187,0.727,0,0.00204951,30.04331592
1048177,1.501,0,0.00073284,29.9674405
1048175,1.592,0,0.00063442,29.50866689
1048113,1.73,0,0.00065895,29.43814728
1048037,0.363,0,0.00093663,29.17552918
1048021,0.276,0,0.00001,29.15829653
1048009,1.426,0,0.00003506,29.13201534
1047957,1.33,0,0.0001203,29.03284667
1047909,0.953,0,0.00001,28.9377908
1047867,2.756,0,0.00138969,26.33021486
1047781,0.771,0,0.00001,26.20500375
1047753,1.765,0,0.00001,25.68428179
1047699,3.536,0,0.00110294,25.59504515
1047589,4.246,0,0.00060763,24.59346159
1048457,4.939,0,0.00138894,23.5620603
1047341,2.162,0,0.00046253,23.29586091
1047267,0.241,0,0.00112033,23.01366838
1047261,0.95,0,0.00127368,22.87482573
1047239,3.452,0,0.00139049,22.29685096
1047187,1.23,0,0.005,22.09848497
1047169,1.107,0,0.00001,21.97274312
1047151,3.629,0,0.00105538,20.97241099
1047123,1.01,0,0.00079207,20.6007171
1047111,2.639,0,0.00247063,18.28122995
1047091,1.025,0,0.00080975,17.9234836
1048433,4.674,0,0.00099058,17.74796946
1047059,0.404,0,0.0005198,17.2973449
1047053,0.756,0,0.00035714,17.21085558
1047049,0.115,0,0.00104347,16.92022975
1047045,0.555,0,0.00126126,16.84592848
1047039,0.614,0,0.00114006,16.76471195
1047035,1.157,0,0.000121,16.64979906
1047025,0.712,0,0.00257022,16.53768367
1047017,0.584,0,0.00229452,16.32953282
1047007,0.835,0,0.00138922,16.03503063
1046997,1.697,0,0.00110194,15.73456749
1046979,3.98,0,0.0016407,14.85019888
1046981,1.359,0,0.00321559,6.485723275
1046963,1.529,0,0.00283845,5.953022358
1046945,3.089,0,0.01161864,4.599200974
1046927,2.549,0,0.0173009,2.345020802
1048495,0.017,0,0.00001,2.347434617
1048497,0.258,0,0.00023255,2.489688238
1046931,0.352,0,0.00005681,2.600394555
1056085,2.399,0,0.00001,18.0580574
1056067,1.271,0,0.00062155,17.89043381
1056059,0.859,0,0.00034924,13.51393244
1056049,1.644,0,0.00171532,13.32741384
1055955,1.131,0,0.00187444,10.96405397
1055935,3.236,0,0.00305529,5.753217145
1053739,0.285,0,0.00063157,4.073529772
1055837,2.298,0,0.00308529,4.803681955
1053745,1.502,0,0.00425432,3.719622088
1053743,3.32,0,0.0117259,2.908303313
1055957,2.899,0,0.0025802,8.246209039
1055797,1.756,0,0.00038724,7.854901369
1055743,3.887,0,0.00204785,6.440816097
1053729,0.536,0,0.00281716,6.566429118
1055663,0.471,0,0.00292993,6.639121243
1053727,2.53,0,0.00218972,6.278971304
1053715,0.854,0,0.00389929,4.891304971
1053713,3.251,0,0.00494617,4.178871924
1053705,0.572,0,0.01505244,2.537007812
1053699,2.005,0,0.01931172,2.012287852
1056023,2.855,0,0.00142556,12.54779149
1055845,2.675,0,0.00268037,12.31522557
1055723,3.351,0,0.00190689,11.96429086
1055519,3.045,0,0.00279802,9.790277643
1055345,4.906,0,0.00383611,6.723883021
1055025,0.719,0,0.00299026,5.554891264
1052543,0.331,0,0.00006042,1.761681379
1052891,0.224,0,0.0028125,0.789284233
1051883,1.958,0,0.01290091,2.639841753
1054985,2.462,0,0.0028229,3.507655855
1051739,0.177,0,0.0319774,0.832923526
1056065,1.617,0,0.00001236,8.412956769
1055995,1.399,0,0.00394567,8.115717886
1055881,5.772,0,0.00239951,7.753852575
1055639,1.096,0,0.00281021,6.494449445
1055579,5.359,0,0.00471729,4.989602245
1055257,0.912,0,0.00468201,3.240350203
1055203,2.01,0,0.01105472,2.818308429
1055683,2.042,0,0.00001,19.65899747
1055607,2.364,0,0.00001,19.16418702
1055503,2.129,0,0.00001,19.04583606
1055395,0.816,0,0.00001,18.81976893
1055361,0.243,0,0.00001,18.33011158
1055339,2.556,0,0.00001,18.30591911
1055231,0.691,0,0.00001,12.48818546
1055173,3.694,0,0.00001,12.38252708
1054943,1.34,0,0.00332089,5.394812975
1054869,0.763,0,0.00456094,4.71202747
1051881,0.993,0,0.00637462,4.577291811
1051867,4.969,0,0.00639162,4.121902473
1052883,0.301,0,0.00093023,1.699503928
1055001,1.375,0,0.00004363,10.58668477
1054949,2.311,0,0.00234097,10.13085592
1051879,0.195,0,0.00574358,10.00343639
1051859,1.308,0,0.00148318,9.877383394
1051767,0.569,0,0.0053427,9.692753945
1051731,0.34,0,0.00470588,9.588038965
1051719,0.551,0,0.00001,9.282825759
1051697,1.283,0,0.00153546,7.613255409
1051649,1.175,0,0.00337021,6.409304312
1051605,2.92,0,0.00332876,6.035925354
1051459,0.569,0,0.01132042,3.790880636
1051457,3.069,0,0.00561094,3.639976747
1051355,1.449,0,0.01563837,1.709471778
1055233,0.971,0,0.00001,13.93381884
1055187,0.64,0,0.00001,13.29816708
1055175,0.995,0,0.00001,13.17634108
1055121,1.255,0,0.00001,13.07905917
1055095,2.486,0,0.00001,12.91938644
1054959,1.384,0,0.00190751,12.57056366
1054859,0.329,0,0.00001,12.39806781
1051863,0.989,0,0.00001,11.52327949
1054837,0.311,0,0.00001,11.52991244
1051785,0.411,0,0.00026763,11.39229518
1051763,3.81,0,0.0013412,11.26795757
1051595,1.278,0,0.0026604,9.503644842
1051511,3.619,0,0.00178502,9.244157022
1051367,2.195,0,0.00262414,8.623876363
1051295,3.726,0,0.00217391,8.086881327
1051233,1.741,0,0.00159678,6.819434041
1051185,0.155,0,0.00001,6.425850742
1051195,1.24,0,0.00153225,5.210308643
1051201,0.466,0,0.00798283,4.78921789
1051209,1.519,0,0.00504279,3.812852622
1051203,0.679,0,0.00484536,2.779356587
1051173,1.466,0,0.0119236,1.722672528
1051301,0.138,0,0.00001,10.81348204
1051299,0.145,0,0.00001,10.74254563
1052333,1.829,0,0.00010388,10.31231024
1051253,2.422,0,0.00164327,8.936705362
1051151,2.237,0,0.00352257,8.021664186
1051073,4.01,0,0.00238902,7.162905131
1051015,1.761,0,0.00425894,6.012422713
1051029,8.754,0,0.00515421,5.078757045
1050847,0.55,0,0.00001,12.06316854
1052225,0.823,0,0.00001,11.81867637
1051571,1.967,0,0.00001,62.37107228
1051491,2.132,0,0.00001,62.33453685
1051413,3.107,0,0.00001,62.27747695
1051303,2.14,0,0.00001,61.60872375
1051249,1.088,0,0.00001,61.54719544
1052325,2.669,0,0.00001,61.51629313
1051129,0.913,0,0.0000219,61.45287523
1051095,0.086,0,0.00001,61.415978
1051087,1.666,0,0.00001,60.72107055
1050991,0.27,0,0.00001,60.66746417
1052263,2.136,0,0.00027621,60.65432361
1050917,1.108,0,0.00054151,12.31890395
1050897,0.257,0,0.00077821,12.1407347
1050883,0.553,0,0.00703435,12.13886865
1050855,0.183,0,0.00001,12.06399009
1050873,0.733,0,0.00660377,1.176729162
1052259,1.425,0,0.00058947,1.882134873
1052261,1.63,0,0.00018404,59.75692482
1050811,0.654,0,0.00007645,59.56260797
1052195,1.407,0,0.00021321,59.54546689
1050719,1.509,0,0.00015241,59.51333487
1050677,1.483,0,0.00103169,59.46628285
1050623,1.55,0,0.00013548,59.30523415
1050571,1.008,0,0.00008928,57.24645898
1052209,1.208,0,0.00181291,11.46736184
1052205,1.381,0,0.00217233,11.04446827
1050737,1.923,0,0.00171086,10.20812539
1050727,1.42,0,0.00209154,7.527599118
1050703,1.798,0,0.00205784,7.161521358
1050651,0.735,0,0.00429931,6.474142983
1050657,2.46,0,0.00332113,5.552341863
1050619,0.536,0,0.00666044,3.960030788
1050605,0.267,0,0.00430711,3.446577665
1050597,0.756,0,0.00742063,3.154445042
1050557,1.695,0,0.01425958,1.747965309
1052219,4.049,0,0.00346258,5.973915219
1052165,7.311,0,0.00743126,4.545320372
1050579,0.734,0,0.00025885,7.676778241
1050573,0.992,0,0.00188508,7.470960078
1050549,0.706,0,0.00366855,7.172386671
1050541,2.005,0,0.00465835,6.780498247
1052149,1.219,0,0.00508613,5.9544492
1050515,3.612,0,0.00514119,5.669426751
1050513,4.259,0,0.00773186,4.024927488
1052717,0.285,0,0.01635087,1.12254069
1052109,1.738,0,0.0023993,7.815145931
1052099,5.645,0,0.00372187,7.145093332
1050421,0.512,0,0.00388671,5.815632891
1050423,3.678,0,0.00815116,5.654923717
1050373,0.23,0,0.0087826,3.429693677
1050387,2.98,0,0.00962416,2.988497736
1050397,1.3,0,0.00023076,15.19141495
1050365,1.414,0,0.0040594,10.88850816
1050351,1.235,0,0.0011174,10.69552283
1050337,0.38,0,0.00197368,9.89943339
1052091,3.179,0,0.00330921,9.50230394
1050227,2.072,0,0.00469111,7.810252913
1050161,1.934,0,0.00269906,7.467927263
1050113,0.704,0,0.0050284,6.706171915
1050093,0.827,0,0.00096735,6.399798397
1050065,1.317,0,0.00461655,5.850101237
1050043,0.829,0,0.00165259,4.699089342
1050033,0.708,0,0.00871468,3.980002251
1050009,0.494,0,0.00829959,3.383560586
