Total functional habitat: 140.95,,,,,,,
Maximum habitat: 1605.96,,,,,,,
Channel width threshold: 0.00,,,,,,,
Slope threshold: 0.0,,,,,,,
Omit tidal reaches: 1,,,,,,,
UNIQUE_ID, type, catchmentID, habitat_sqkm, habitatSegment_sqkm, functional_habitatSegment_sqkm, PassageToHabitat, Decision
PA_64-225,dam,2739852,0.01362666,0.005346222,0,0,keep
PA_64-224,dam,2616568,0.011311318,0.011311318,0,0,keep
PA_64-223,dam,8088781,0.007291221,0.007291221,0,0,keep
PA_64-220,dam,2598635,0.009801349,0.009801349,0,0,keep
PA_64-214,dam,2617378,0.014557864,0.014557864,0,0,keep
PA_64-212,dam,2739728,0.014138761,0.014138761,0,0,keep
PA_64-211,dam,2617028,0.011122033,0.011122033,0,0,keep
PA_64-199,dam,2742780,0.006104874,0.006104874,0,0,keep
PA_64-191,dam,2739518,0.071036247,0.003724936,0,0,keep
PA_60-009,dam,8153601,1.208541727,1.072364181,0,0,keep
PA_64-188,dam,2743328,0.016036336,0.016036336,0,0,keep
PA_64-168,dam,2743080,0.955801369,0.708217157,0,0,keep
PA_64-167,dam,2743080,0.955801369,0.708217157,0,0,keep
PA_64-152,dam,2742712,0.008058546,0.008058546,0,0,keep
PA_64-150,dam,2739350,0.00262268,0.00262268,0,0,keep
PA_64-148,dam,4185265,0.029828519,0.029828519,0,0,keep
PA_64-147,dam,2743302,0.037859415,0.012259831,0,0,keep
PA_64-140,dam,2739614,0.008762275,0.008762275,0,0,keep
PA_64-138,dam,2739804,0.003492328,0.003492328,0,0,keep
PA_64-130,dam,2742634,0.014101319,0.005290753,0,0,keep
PA_64-126,dam,2739610,0.008280438,0.008280438,0,0,keep
PA_64-179,dam,166178300,0.046760817,0.003176832,0,0,keep
PA_60-001,dam,8151983,0.566619522,0.566619522,0,0,keep
PA_59-076,dam,8112501,0.082381504,0.058252614,0,0,keep
PA_59-070,dam,8144326,0.01351834,0.01351834,0,0,keep
PA_58-031,dam,2598621,0.005621776,0.005621776,0,0,keep
PA_58-030,dam,8088553,0.004002404,0.004002404,0,0,keep
PA_58-028,dam,8089139,0.018793285,0.018793285,0,0,keep
PA_58-026,dam,8103729,0.017045858,0.017045858,0,0,keep
PA_58-025,dam,4198216,0.011432998,0.011432998,0,0,keep
PA_58-024,dam,8088669,0.009421004,0.009421004,0,0,keep
PA_58-023,dam,8088723,0.007509235,0.007509235,0,0,keep
PA_58-021,dam,4195142,0.033841271,0.033841271,0,0,keep
PA_58-018,dam,4195630,0.030352154,0.030352154,0,0,keep
PA_58-017,dam,4196186,0.003681887,0.003681887,0,0,keep
PA_58-033,dam,8088725,0.017954541,0.017954541,0,0,keep
PA_58-015,dam,4196190,0.008076733,0.003709544,0,0,keep
PA_58-012,dam,8089205,0.000645525,0.000645525,0,0,keep
PA_58-011,dam,8088883,0.05835838,0.036354752,0,0,keep
PA_58-009,dam,8088705,0.018480048,0.018480048,0,0,keep
PA_58-006,dam,2598783,0.010180903,0.010180903,0,0,keep
PA_58-004,dam,25170728,32.24035677,2.713208779,0,0,keep
PA_58-003,dam,8088789,0.008086412,0.008086412,0,0,keep
PA_58-002,dam,2598639,0.527326519,0.076549491,0,0,keep
PA_57-050,dam,8149937,0.003491724,0.003491724,0,0,keep
PA_57-047,dam,8150751,0.01865002,0.01865002,0,0,keep
PA_57-040,dam,4200998,0.082410641,0.07223307,0,0,keep
PA_58-014,dam,4196178,0.004367189,0.004367189,0,0,keep
PA_64-229,dam,2742792,0.011726496,0.005621623,0,0,keep
PA_58-035,dam,4195654,0.013655691,0.013655691,0,0,keep
PA_58-043,dam,8088705,0.018480048,0.018480048,0,0,keep
PA_59-055,dam,8112251,0.013478737,0.013478737,0,0,keep
PA_59-016,dam,8112555,0.024128891,0.024128891,0,0,keep
PA_59-001,dam,8112207,0.005282536,0.005282536,0,0,keep
PA_58-169,dam,8088925,0.005555254,0.005555254,0,0,keep
PA_58-167,dam,8088685,0.011595101,0.011595101,0,0,keep
PA_58-163,dam,8088811,0.007546825,0.007546825,0,0,keep
PA_58-162,dam,4198482,0.008407645,0.008407645,0,0,keep
PA_58-160,dam,4195418,0.006723009,0.006723009,0,0,keep
PA_58-148,dam,4195194,0.006139661,0.006139661,0,0,keep
PA_58-134,dam,4195490,0.017182353,0.017182353,0,0,keep
PA_58-039,dam,8088717,0.00940054,0.00940054,0,0,keep
PA_58-130,dam,8088573,0.005829592,0.005829592,0,0,keep
PA_58-122,dam,4195176,0.007844435,0.007844435,0,0,keep
PA_58-110,dam,4195332,0.002671212,0.002671212,0,0,keep
PA_58-109,dam,4198524,0.004932377,0.004932377,0,0,keep
PA_58-094,dam,4196310,0.000816061,0.000816061,0,0,keep
PA_58-075,dam,4196074,0.036032833,0.027956099,0,0,keep
PA_58-068,dam,4195370,0.009016315,0.009016315,0,0,keep
PA_58-056,dam,8088835,0.003517791,0.002872266,0,0,keep
PA_58-053,dam,8088935,0.020746866,0.020746866,0,0,keep
PA_58-052,dam,2598649,0.009468265,0.009468265,0,0,keep
PA_58-046,dam,8088579,0.004835568,0.004835568,0,0,keep
PA_58-125,dam,8103297,0.01156574,0.01156574,0,0,keep
PA_66-009,dam,4198898,0.002723393,0.002723393,0,0,keep
PA_66-013,dam,4196280,0.006374012,0.006374012,0,0,keep
PA_66-030,dam,4200200,0.149974645,0.110774584,0,0,keep
PA_PA00147,dam,2739458,0.018950837,0.018950837,0,0,keep
PA_PA00146,dam,2598629,0.019743491,0.019743491,0,0,keep
PA_PA00142,dam,2742610,0.008810565,0.008810565,0,0,keep
PA_PA00141,dam,2743188,0.057230645,0.037309867,0,0,keep
PA_PA00139,dam,932040142,0.030474613,0.02599122,0,0,keep
PA_PA00138,dam,2743260,0.003349898,0.003349898,0,0,keep
PA_PA00135,dam,2617622,0.001261034,0.001261034,0,0,keep
PA_PA00098,dam,4185253,0.009373112,0.009373112,0,0,keep
PA_PA00097,dam,2739530,0.020938178,0.020938178,0,0,keep
PA_PA00092,dam,2739524,0.107148007,0.01427205,0,0,keep
PA_PA00151,dam,4185247,0.137002854,0.021086409,0,0,keep
PA_PA00091,dam,2739838,0.021839711,0.021839711,0,0,keep
PA_PA00087,dam,2739568,0.016075328,0.016075328,0,0,keep
PA_PA00086,dam,2739566,0.008651271,0.008651271,0,0,keep
PA_PA00078,dam,8103283,0.001658528,0.001658528,0,0,keep
PA_PA00070,dam,4195538,0.005580477,0.005580477,0,0,keep
PA_PA00069,dam,8089209,0.000562525,0.000562525,0,0,keep
PA_PA00066,dam,8089101,0.005792807,0.005792807,0,0,keep
PA_PA00061,dam,2598625,0.05181238,0.046190603,0,0,keep
PA_PA00059,dam,4648640,0.042865586,0.042865586,0,0,keep
PA_PA00056,dam,4196218,0.013426709,0.013426709,0,0,keep
PA_PA00053,dam,4196072,0.052361738,0.052361738,0,0,keep
PA_PA00088,dam,2739510,0.006812879,0.006812879,0,0,keep
PA_PA00049,dam,4198012,0.005326636,0.005326636,0,0,keep
PA_PA00152,dam,2739354,0.014727959,0.014727959,0,0,keep
PA_PA00157,dam,2742632,0.004503518,0.004503518,0,0,keep
PA_PA00296,dam,2600249,0.391117203,0.18690433,0,0,keep
PA_PA00265,dam,8088789,0.008086412,0.008086412,0,0,keep
PA_PA00256,dam,4153674,0.011557934,0.001624811,0,0,keep
PA_PA00244,dam,2604893,0.059426683,0.059426683,0,0,keep
PA_PA00242,dam,14363532,0.407027908,0.048351684,0,0,keep
PA_PA00241,dam,4689819,0.003465782,0.003465782,0,0,keep
PA_PA00240,dam,14363520,0.358676224,0.343674709,0,0,keep
PA_PA00238,dam,4689779,0.00857815,0.00857815,0,0,keep
PA_PA00221,dam,4483039,0.060033014,0.049614389,0,0,keep
PA_PA00200,dam,4782289,0.03114185,0.03114185,0,0,keep
PA_PA00154,dam,2743096,0.036296833,0.036296833,0,0,keep
PA_PA00192,dam,2598759,0.022406351,0.022406351,0,0,keep
PA_PA00187,dam,4699773,0.070742269,0.070742269,0,0,keep
PA_PA00186,dam,4700505,0.011460434,0.011460434,0,0,keep
PA_PA00185,dam,5893326,0.017514737,0.017514737,0,0,keep
PA_PA00179,dam,2604265,0.007004369,0.007004369,0,0,keep
PA_PA00171,dam,2739778,0.119245042,0.112792055,0,0,keep
PA_PA00170,dam,2739778,0.119245042,0.112792055,0,0,keep
PA_PA00169,dam,2739406,0.025524899,0.025524899,0,0,keep
PA_PA00166,dam,2743286,0.025599584,0.021096067,0,0,keep
PA_PA00163,dam,2739726,0.06578207,0.06578207,0,0,keep
PA_PA00159,dam,2739392,0.018783804,0.018783804,0,0,keep
PA_PA00188,dam,2600079,0.030216421,0.030216421,0,0,keep
PA_57-039,dam,4200978,0.008891202,0.008891202,0,0,keep
PA_PA00048,dam,4196332,0.001723392,0.001723392,0,0,keep
PA_PA00046,dam,4196094,0.150457543,0.14873415,0,0,keep
PA_67-529,dam,4724465,0.00775322,0.00775322,0,0,keep
PA_67-527,dam,4724627,0.022050561,0.022050561,0,0,keep
PA_67-526,dam,4724627,0.022050561,0.022050561,0,0,keep
PA_67-504,dam,4724353,0.01163803,0.01163803,0,0,keep
PA_67-503,dam,4724379,0.016617461,0.016617461,0,0,keep
PA_67-501,dam,4725453,0.006784661,0.006784661,0,0,keep
PA_67-497,dam,4724487,2.353695067,1.045095157,0,0,keep
PA_67-494,dam,4724393,0.00359327,0.00359327,0,0,keep
PA_67-492,dam,4726525,0.018063727,0.018063727,0,0,keep
PA_67-485,dam,4724717,0.049093698,0.049093698,0,0,keep
PA_67-533,dam,4726243,0.007613412,0.007613412,0,0,keep
PA_67-483,dam,4724685,0.009201037,0.009201037,0,0,keep
PA_67-476,dam,4726055,0.021847075,0.018253805,0,0,keep
PA_67-467,dam,4724345,3.225835982,0.195221192,0,0,keep
PA_67-137,dam,4724491,3.03061479,0.245747625,0,0,keep
PA_67-136,dam,4724571,2.784867165,0.438854509,0,0,keep
PA_67-101,dam,4721519,0.011087401,0.011087401,0,0,keep
PA_67-067,dam,4709516,0.003433583,0.003433583,0,0,keep
PA_67-046,dam,4721831,0.272439306,0.253048056,0,0,keep
PA_67-029,dam,4721899,2.686717962,0.285357322,0,0,keep
PA_67-002,dam,4710056,451.5184044,8.967777936,0,0,keep
PA_66-052,dam,4201028,0.010177571,0.010177571,0,0,keep
PA_67-477,dam,4726501,0.012812897,0.012812897,0,0,keep
PA_PA00047,dam,8088921,0.004472357,0.004472357,0,0,keep
PA_67-534,dam,4726243,0.007613412,0.007613412,0,0,keep
PA_67-538,dam,4722437,0.003565352,0.003565352,0,0,keep
PA_PA00043,dam,8119627,0.012483676,0.012483676,0,0,keep
PA_PA00042,dam,4197902,0.005959745,0.005959745,0,0,keep
PA_PA00038,dam,4199360,0.004455552,0.004455552,0,0,keep
PA_PA00037,dam,8112117,0.018290755,0.018290755,0,0,keep
PA_PA00034,dam,8112665,0.012961681,0.012961681,0,0,keep
PA_PA00033,dam,8143524,0.050905077,0.050905077,0,0,keep
PA_PA00032,dam,8144594,0.005357835,0.005357835,0,0,keep
PA_PA00031,dam,8143542,0.017715431,0.017715431,0,0,keep
PA_PA00029,dam,8144538,0.168760419,0.168760419,0,0,keep
PA_PA00028,dam,8111521,0.018865811,0.018865811,0,0,keep
PA_67-537,dam,4721281,0.021682673,0.021682673,0,0,keep
PA_PA00014,dam,4708624,0.035689289,0.035689289,0,0,keep
PA_PA00010,dam,4188143,1.037428179,0.759072919,0,0,keep
PA_PA00009,dam,2739766,0.674027777,0.399462867,0,0,keep
PA_PA00008,dam,4186391,3.893836423,2.160055388,0,0,keep
PA_PA00007,dam,4726077,0.947109798,0.293348233,0,0,keep
PA_PA00006,dam,2598795,0.431033538,0.352213497,0,0,keep
PA_PA00005,dam,8139718,3.538920669,2.918463185,0,0,keep
PA_PA00004,dam,4690377,15.19054019,12.91080389,0,0,keep
PA_PA00002,dam,8134944,2.792280276,2.101602544,0,0,keep
PA_PA00001,dam,2598705,0.04914819,0.039436266,0,0,keep
PA_67-545,dam,4725577,0.004820689,0.004820689,0,0,keep
PA_PA00011,dam,2739824,0.651037398,0.497194111,0,0,keep
PA_57-037,dam,8149655,0.012872674,0.012872674,0,0,keep
PA_57-033,dam,8150547,1.612695216,1.476154636,0,0,keep
PA_57-028,dam,8151043,0.009639682,0.009639682,0,0,keep
PA_48-013,dam,4188251,21.60963646,2.504415191,0,0,keep
PA_48-012,dam,4188251,21.60963646,2.504415191,0,0,keep
PA_47-001,dam,2604451,0.927501621,0.635228416,0,0,keep
PA_46-348,dam,4781681,0.017280656,0.017280656,0,0,keep
PA_46-347,dam,4782157,0.104059421,0.104059421,0,0,keep
PA_46-344,dam,4489024,0.05224412,0.05224412,0,0,keep
PA_46-342,dam,4781401,0.047136326,0.00135756,0,0,keep
PA_46-341,dam,4780681,0.295651265,0.006062467,0,0,keep
PA_46-340,dam,4782513,20.00954132,0.341841749,0,0,keep
PA_46-331,dam,4782155,0.018139521,0.018139521,0,0,keep
PA_48-021,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_46-329,dam,4781873,0.043612052,0.043612052,0,0,keep
PA_46-321,dam,4482955,0.004510456,0.004510456,0,0,keep
PA_46-317,dam,4781833,0.00761666,0.00761666,0,0,keep
PA_46-308,dam,4488968,0.052518412,0.052518412,0,0,keep
PA_46-307,dam,4482847,0.002320873,0.002320873,0,0,keep
PA_46-300,dam,4781591,0.007475591,0.007475591,0,0,keep
PA_46-293,dam,4482951,0.008253605,0.008253605,0,0,keep
PA_46-282,dam,4781533,0.005662917,0.005662917,0,0,keep
PA_46-277,dam,4489008,0.270126855,0.160773787,0,0,keep
PA_46-256,dam,4780671,0.289588798,0.261065145,0,0,keep
PA_46-244,dam,4782263,0.336847043,0.027792585,0,0,keep
PA_46-325,dam,4482955,0.004510456,0.004510456,0,0,keep
PA_46-238,dam,4489164,0.021885523,0.021885523,0,0,keep
PA_48-022,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_48-024,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_49-037,dam,4518656,0.007317567,0.007317567,0,0,keep
PA_49-018,dam,4517250,0.250818161,0.250818161,0,0,keep
PA_49-011,dam,4517534,0.005202196,0.005202196,0,0,keep
PA_49-003,dam,2604925,0.146125525,0.053800019,0,0,keep
PA_49-002,dam,2604931,0.092325505,0.040441524,0,0,keep
PA_48-142,dam,2587873,0.03779993,0.03779993,0,0,keep
PA_48-134,dam,2587761,0.007873617,0.007873617,0,0,keep
PA_48-133,dam,4187711,0.028940849,0.028940849,0,0,keep
PA_48-123,dam,2587823,0.017012578,0.017012578,0,0,keep
PA_48-121,dam,4188287,0.018605884,0.018605884,0,0,keep
PA_48-023,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_48-119,dam,2587763,0.01624254,0.008368922,0,0,keep
PA_48-088,dam,4188017,0.415789451,0.415789451,0,0,keep
PA_48-085,dam,4188017,0.415789451,0.415789451,0,0,keep
PA_48-072,dam,2587953,0.329451288,0.239169742,0,0,keep
PA_48-056,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_48-043a,dam,4187667,0.386922058,0.021670133,0,0,keep
PA_48-043,dam,4188239,0.365251925,0.365251925,0,0,keep
PA_48-038,dam,4188017,0.415789451,0.415789451,0,0,keep
PA_48-037,dam,4188017,0.415789451,0.415789451,0,0,keep
PA_48-027,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_48-026,dam,2588259,0.739097407,0.252425465,0,0,keep
PA_48-115,dam,2587895,0.006918025,0.006918025,0,0,keep
PA_49-041,dam,932050014,322.1065384,1.736722999,0,0,keep
PA_46-230,dam,4781679,0.010172443,0.010172443,0,0,keep
PA_46-219,dam,4489188,0.005140488,0.000429533,0,0,keep
PA_46-040,dam,4781175,0.417997775,0.18196559,0,0,keep
PA_46-037,dam,4782081,0.011775461,0.011775461,0,0,keep
PA_46-035,dam,4781293,0.040467448,0.011852191,0,0,keep
PA_46-033,dam,4782327,0.010676659,0.010676659,0,0,keep
PA_46-031,dam,4781809,0.403614601,0.230964513,0,0,keep
PA_46-027,dam,4782503,18.52690521,5.046018185,0,0,keep
PA_46-023,dam,4782061,2.254263262,0.063811869,0,0,keep
PA_46-022,dam,4781165,1.643691041,0.067571489,0,0,keep
PA_46-018,dam,4780955,0.943428973,0.027707233,0,0,keep
PA_46-016,dam,4781971,0.024094006,0.024094006,0,0,keep
PA_46-045,dam,4781263,0.007000293,0.007000293,0,0,keep
PA_46-012,dam,4780945,0.37470514,0.037858097,0,0,keep
PA_45-305,dam,4153284,0.048675659,0.026913752,0,0,keep
PA_45-295,dam,4153370,0.009548263,0.002434161,0,0,keep
PA_45-289,dam,4153324,0.016847578,0.016847578,0,0,keep
PA_45-283,dam,4152854,0.011276999,0.011276999,0,0,keep
PA_45-279,dam,4153354,0.005141043,0.005141043,0,0,keep
PA_45-277,dam,4153296,0.011504574,0.011504574,0,0,keep
PA_45-276,dam,4152894,0.017578489,0.017578489,0,0,keep
PA_45-273,dam,4153228,0.010047154,0.010047154,0,0,keep
PA_45-272,dam,4153340,0.025628648,0.016696542,0,0,keep
PA_45-268,dam,4152888,0.087949184,0.009667619,0,0,keep
PA_46-001,dam,4782501,26.24062662,1.460343527,0,0,keep
PA_46-220,dam,4782083,0.016839796,0.016839796,0,0,keep
PA_46-050,dam,4781741,4.423502382,0.14156746,0,0,keep
PA_46-055,dam,4781389,3.36299406,0.16247218,0,0,keep
PA_46-216,dam,4782247,0.309054459,0.009512528,0,0,keep
PA_46-203,dam,4781455,0.009170855,0.009170855,0,0,keep
PA_46-202,dam,4780953,0.077202055,0.039695303,0,0,keep
PA_46-182,dam,4782059,0.457450932,0.039453157,0,0,keep
PA_46-180,dam,4781261,0.771964375,0.084696266,0,0,keep
PA_46-172,dam,4782279,0.00476037,0.00476037,0,0,keep
PA_46-168,dam,4488978,0.004710956,0.004710956,0,0,keep
PA_46-158,dam,4781971,0.024094006,0.024094006,0,0,keep
PA_46-147,dam,4782603,0.03390823,0.026389386,0,0,keep
PA_46-130,dam,4781355,0.068943446,0.068943446,0,0,keep
PA_46-051,dam,4781675,4.281934921,0.928218463,0,0,keep
PA_46-110,dam,4780945,0.37470514,0.037858097,0,0,keep
PA_46-106,dam,4780813,0.29954193,0.056216842,0,0,keep
PA_46-105,dam,4782249,0.037506752,0.007901033,0,0,keep
PA_46-104,dam,4782045,0.550020034,0.121779894,0,0,keep
PA_46-103,dam,4781015,0.012260356,0.007499986,0,0,keep
PA_46-087,dam,4488970,0.012234332,0.012234332,0,0,keep
PA_46-074,dam,4781581,0.013186455,0.013186455,0,0,keep
PA_46-064,dam,4780787,0.211980503,0.069386545,0,0,keep
PA_46-063,dam,4780749,0.142593959,0.046868033,0,0,keep
PA_46-057,dam,4781197,0.546760353,0.089309421,0,0,keep
PA_46-056,dam,4781305,3.20052188,0.149469643,0,0,keep
PA_46-109,dam,4780945,0.37470514,0.037858097,0,0,keep
PA_PA00298,dam,4200136,0.009494037,0.009494037,0,0,keep
PA_49-043,dam,2604911,0.287311857,0.141186332,0,0,keep
PA_50-001,dam,4710564,0.029825943,0.029825943,0,0,keep
PA_54-048,dam,2605019,0.004387397,0.004387397,0,0,keep
PA_54-041,dam,4779417,0.004279259,0.004279259,0,0,keep
PA_54-040,dam,4779429,0.007872037,0.007872037,0,0,keep
PA_54-033,dam,4517428,0.005782832,0.005782832,0,0,keep
PA_54-003,dam,4779131,0.004455857,0.004455857,0,0,keep
PA_54-001,dam,2604969,0.007004795,0.007004795,0,0,keep
PA_53-059,dam,8111725,0.029394348,0.029394348,0,0,keep
PA_53-058,dam,8143514,1.676006911,1.507246491,0,0,keep
PA_53-045,dam,8134164,0.665373881,0.665373881,0,0,keep
PA_53-004,dam,8134412,0.025303851,0.025303851,0,0,keep
PA_54-050,dam,4779333,0.017643322,0.017643322,0,0,keep
PA_52-211,dam,4150736,0.01420362,0.01420362,0,0,keep
PA_52-208,dam,4150962,0.006727741,0.002396259,0,0,keep
PA_52-207,dam,4152656,0.010669081,0.010669081,0,0,keep
PA_52-206,dam,4150712,0.009437152,0.009437152,0,0,keep
PA_52-204,dam,2742578,0.019014295,0.019014295,0,0,keep
PA_52-194,dam,2742822,0.014031839,0.014031839,0,0,keep
PA_52-193,dam,2742510,0.007364692,0.007364692,0,0,keep
PA_52-175,dam,4150720,0.007572581,0.007572581,0,0,keep
PA_52-161,dam,2743146,0.014790577,0.014790577,0,0,keep
PA_52-140,dam,4151234,0.19897341,0.134429367,0,0,keep
PA_52-135,dam,2743306,0.007983031,0.007983031,0,0,keep
PA_52-209,dam,4150786,0.015828562,0.015828562,0,0,keep
PA_52-131,dam,4150612,0.019545333,0.019545333,0,0,keep
PA_54-062,dam,4779875,0.015246967,0.005260971,0,0,keep
PA_54-071,dam,4779443,0.005626457,0.005626457,0,0,keep
PA_57-027,dam,8149649,0.004691543,0.004691543,0,0,keep
PA_57-020,dam,8150553,0.066787396,0.04256018,0,0,keep
PA_57-015,dam,8150807,0.012129755,0.012129755,0,0,keep
PA_57-014,dam,8150895,0.004258213,0.004258213,0,0,keep
PA_57-010,dam,8150643,2.846687989,1.233992773,0,0,keep
PA_57-002,dam,8150517,0.024227216,0.024227216,0,0,keep
PA_55-044,dam,4518742,320.1047186,120.1220122,0,0,keep
PA_55-039,dam,4517358,0.014571006,0.014571006,0,0,keep
PA_55-027,dam,4518012,0.00883387,0.00883387,0,0,keep
PA_55-011,dam,4519988,0.116797204,0.116797204,0,0,keep
PA_54-067,dam,4779523,0.025607513,0.025607513,0,0,keep
PA_54-197,dam,2605083,0.001987136,0.001987136,0,0,keep
PA_54-172,dam,4779617,0.022341056,0.022341056,0,0,keep
PA_54-167,dam,4518694,0.112223235,0.097839348,0,0,keep
PA_54-154,dam,4518800,0.014383887,0.014383887,0,0,keep
PA_54-145,dam,4779713,0.027083819,0.027083819,0,0,keep
PA_54-131,dam,2604575,0.178976415,0.169001093,0,0,keep
PA_54-121,dam,4518640,0.076791521,0.076791521,0,0,keep
PA_54-120,dam,4707936,0.014397892,0.014397892,0,0,keep
PA_54-116,dam,4707938,0.030525636,0.030525636,0,0,keep
PA_54-110,dam,4779555,0.012880213,0.012880213,0,0,keep
PA_54-101,dam,4517890,0.036981417,0.036981417,0,0,keep
PA_54-188,dam,4779629,0.010489289,0.010489289,0,0,keep
PA_49-044,dam,2604911,0.287311857,0.141186332,0,0,keep
PA_52-122,dam,2742836,0.006832861,0.006832861,0,0,keep
PA_52-118,dam,4151086,0.022950115,0.019745512,0,0,keep
PA_52-011,dam,4151526,0.008882716,0.008882716,0,0,keep
PA_52-010,dam,4152874,0.347172915,0.163928131,0,0,keep
PA_52-009,dam,4153566,0.040361904,0.031351148,0,0,keep
PA_51-026,dam,4489178,0.497437717,0.173153113,0,0,keep
PA_51-021,dam,4782185,0.585204835,0.051099498,0,0,keep
PA_51-020,dam,4782173,0.534105337,0.122874076,0,0,keep
PA_51-019,dam,4782187,0.651402616,0.066197781,0,0,keep
PA_51-018,dam,4782187,0.651402616,0.066197781,0,0,keep
PA_51-015,dam,4489018,0.324284604,0.054157748,0,0,keep
PA_51-011,dam,4495692,0.554435252,0.366838488,0,0,keep
PA_52-019,dam,4152686,0.023368266,0.023368266,0,0,keep
PA_51-009,dam,4782173,0.534105337,0.122874076,0,0,keep
PA_51-006,dam,4489180,0.116398127,0.064154007,0,0,keep
PA_51-002,dam,4784831,28.34341697,0.006236842,0,0,keep
PA_50-065,dam,4698909,0.007864383,0.007864383,0,0,keep
PA_50-053,dam,4710552,2.225991824,1.079374791,0,0,keep
PA_50-044,dam,4710518,1.137522776,0.988873112,0,0,keep
PA_50-043,dam,4710438,0.148649664,0.148649664,0,0,keep
PA_50-024,dam,4710636,1.685178454,0.547655678,0,0,keep
PA_50-020,dam,4698801,0.003725931,0.003725931,0,0,keep
PA_50-003,dam,4697359,0.00494243,0.00494243,0,0,keep
PA_50-002,dam,4710418,0.030777189,0.000951246,0,0,keep
PA_51-008,dam,4489096,0.185308209,0.068910082,0,0,keep
PA_52-119,dam,4152666,0.027309465,0.027309465,0,0,keep
PA_52-025,dam,4152796,0.035961262,0.035961262,0,0,keep
PA_52-042,dam,4150730,0.226915978,0.018505416,0,0,keep
PA_52-113,dam,4151042,0.021861789,0.021861789,0,0,keep
PA_52-111,dam,2742848,0.025050155,0.025050155,0,0,keep
PA_52-109,dam,4150788,0.069342026,0.053513465,0,0,keep
PA_52-105,dam,2743126,0.050473839,0.024483727,0,0,keep
PA_52-101,dam,4151572,0.01664417,0.01664417,0,0,keep
PA_52-098,dam,4151278,0.066566033,0.041001746,0,0,keep
PA_52-097,dam,2742848,0.025050155,0.025050155,0,0,keep
PA_52-091,dam,4153554,0.005452863,0.005452863,0,0,keep
PA_52-087,dam,4151104,0.044011117,0.009157547,0,0,keep
PA_52-086,dam,4150838,0.006035924,0.006035924,0,0,keep
PA_52-034,dam,4152842,0.009164893,0.009164893,0,0,keep
PA_52-073,dam,4150970,0.009873847,0.009873847,0,0,keep
PA_52-063,dam,4153084,0.020204695,0.020204695,0,0,keep
PA_52-059,dam,4151092,0.03485357,0.012991781,0,0,keep
PA_52-054,dam,2743374,0.005541243,0.000298573,0,0,keep
PA_52-053,dam,4151000,0.045213294,0.028611706,0,0,keep
PA_52-052,dam,4152690,0.11973367,0.11973367,0,0,keep
PA_52-051,dam,2743218,2.611271412,2.229903604,0,0,keep
PA_52-048,dam,4150408,0.060243886,0.012588776,0,0,keep
PA_52-047,dam,4151574,0.021942195,0.005298025,0,0,keep
PA_52-046,dam,4150784,0.006190697,0.006190697,0,0,keep
