UNIQUE_ID,COMID,type,TERMCODE,TERMNAME_HUC10,TERMNAME_HUC8,TERMNAME_HUC6,TERMNAME_HUC4,TERMNAME_HUC2,damName,latitude,longitude
CN_428720,91995720,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SAINT-ELZÉAR,48.14916992,-65.35342407
CN_445720,91995780,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,ÉPERLAN RUISSEAU DE L,48.1260519,-66.1467877
CN_430720,91992780,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,MINES GASPÉ (PRISE DEAU 2),48.92886926,-65.48890145
CN_429720,91992790,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,MINES GASPÉ (PRISE DEAU 1),48.90762194,-65.44386277
CN_444720,91996800,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,CHARLO RIVER,47.96595304,-66.34766708
CN_432720,92011850,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,PETITCODIAC,46.06839198,-64.80594025
CN_433720,92013680,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,TANTRAMAR,45.89394224,-64.34315393
CN_431720,92012340,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,TURTLE CREEK,46.00315988,-64.89750483
CN_434720,92015640,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SHEPODY,45.73532078,-64.69744599
CN_834720,92034040,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SAM HARRIS,44.55799874,-65.59987734
CN_838720,92034210,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,RIDGE,44.55160837,-65.55423368
CN_835720,92034510,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,LAKE MULGRAVE,44.52865173,-65.51383757
CN_826720,92035700,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,WING DAM 2,44.43746329,-66.0049604
CN_828720,92035890,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SISSIBOO FALLS,44.42920111,-65.87000765
CN_827720,92036100,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,WEYMOUTH FALLS,44.40775649,-65.94050567
CN_455720,92036600,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,FOURTH LAKE,44.36986954,-65.71614128
CN_837720,92029400,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,NICTAUX,44.85354516,-65.0315479
CN_829720,92030660,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,ANNAPOLIS RIVER,44.75423785,-65.51336947
CN_456720,92031470,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,LEQUILLE,44.72560863,-65.49284845
CN_808720,92026390,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,LUMSDEN,45.02793063,-64.39841109
CN_809720,92026240,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,HELLGATE,45.03595652,-64.40370407
CN_839720,92028290,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,METHALS,44.94018455,-64.42926068
CN_822720,92026980,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,AVON RIVER CAUSEWAY,44.99656051,-64.14406176
CN_830720,92027940,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,PARSONS,44.94139717,-64.03892307
CN_832720,92028980,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,MACDONALD,44.88689773,-64.21862558
CN_810720,92029230,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,FALLS DAM,44.86503756,-64.2390429
CN_825720,92028440,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,UPPER ST. CROIX,44.92539096,-64.03993483
CN_833720,92017160,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,MIDDLE RIVER,45.63838575,-62.74124485
CN_836720,92017870,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,BRIERLY BROOK,45.60512479,-62.071053
CN_807720,92039350,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,UPPER LAKE FALLS,44.16059375,-64.99373485
CN_454720,92039540,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,BIG FALLS,44.14056072,-64.93795972
CN_824720,92039620,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,LOWER LAKE FALLS,44.09131935,-64.84482271
CN_453720,92040290,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,DEEP BROOK,44.08132582,-64.79044435
CN_812720,92040340,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,COWIE FALLS,44.0746688,-64.76858604
CN_831720,92029680,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,BIG INDIAN,44.76520135,-63.92384406
CN_457720,92030910,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SANDY LAKE,44.7241394,-63.90900592
CN_821720,92025100,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,ANTI DAM,45.10348704,-62.49687548
CN_452720,92021570,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,TOMS LAKE,45.33450883,-61.50101695
CN_448720,92004250,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,CHETICAMP,46.65182337,-60.66575435
CN_449720,92005100,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SOUTH GISBORNE LAKE,46.54947376,-60.57059117
CN_450720,92005050,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,WRECK COVE BROOK,46.55034795,-60.49187726
CN_811720,92005190,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,SURGE LAKE,46.53947106,-60.44880257
CN_806720,92005280,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,WRECK COVE POWER PROJECT,46.53129902,-60.44315342
CN_451720,92005560,dam,NICN910000000,Chaleur Bay - Gulf of St. Lawrence,Gulf of St. Lawrence and Northern Bay of Fundy (N.B.),Maritime Provinces Drainage Area,Atlantic Ocean,Atlantic Ocean,MCMILLAN,46.51791063,-60.64280624
CN_1067720,93793960,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,RIVIÈRE-DES-PRAIRIES BARRAGE DE LA (ÉVACUATEUR REMBLAI AV ÎLE VISTA),45.58706535,-73.65514832
CN_695720,93799050,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,POINTE-DES-CASCADES,45.32325699,-73.94450176
CN_697720,93799300,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,BEAUHARNOIS,45.31400975,-73.90872572
CN_584720,93764350,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MARCHES NATURELLES,46.89376109,-71.1594525
CN_585720,93771180,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,DONNACONA,46.6758941,-71.74853676
CN_726720,93662490,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,LAC A LA CHASSE,49.23402405,-68.19538116
CN_950720,93695860,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MITIS-2 BARRAGE DE LA,48.61904191,-68.14524874
CN_1107720,93686730,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SAULT-AUX-COCHONS,48.73480111,-69.06735955
CN_698720,93794360,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CARILLON,45.56750917,-74.3853177
CN_688720,93790240,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTES WILSON,45.80224973,-74.02279502
CN_747720,93789970,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTE BELL,45.77394771,-74.6852532
CN_748720,93790670,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTE BELL DÉVERSOIR,45.77303924,-74.68459655
CN_701720,93791350,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,JEAN MARCHAND,45.72668239,-74.27410445
CN_700720,93792550,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,AYERS 1,45.63778024,-74.36760536
CN_672720,93755750,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MITCHINAMECUS,47.21628927,-75.17486552
CN_649720,93773000,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,KIAMIKA,46.62964718,-75.12315934
CN_1114720,93784710,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,RAPIDE-DES-CEDRES,46.1005165,-75.64890108
CN_987720,93789240,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,HIGH FALLS (1) - ÉVACUATEUR,45.84424973,-75.65041351
CN_707720,93794020,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTES DUFFERIN,45.57997955,-75.41777327
CN_706720,93794150,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MASSON,45.56136317,-75.42229942
CN_691720,93799130,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,POINTE DU BUISSON,45.32109486,-73.97455937
CN_693720,93799440,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SAINT-TIMOTHÉE,45.30616768,-74.02752913
CN_692720,93799460,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CEDARS (CONCRETE DAM),45.30294973,-74.05058615
CN_694720,93799350,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CEDARS (WING DAM),45.31082573,-74.0246577
CN_985720,93800100,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,COTEAU-1 BARRAGE DU (COTEAU DROIT),45.26688336,-74.17036251
CN_986720,93800030,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,COTEAU-3 BARRAGE DU (COTEAU GAUCHE),45.27268177,-74.1872327
CN_1095720,93804240,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,R.H. SAUNDERS MAIN,45.00687992,-74.79268871
CN_1137720,93807140,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,IROQUOIS CONTROL,44.83466762,-75.30648159
CN_720720,93706710,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,GOUIN,48.35216362,-74.10577911
CN_749720,93737270,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,"MANOUANE """"C""""",47.75434113,-73.89456177
CN_715720,93735650,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,RAPIDE BLANC BARRAGE DE,47.79452263,-72.97397337
CN_716720,93737340,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,TRENCHE,47.75159013,-72.88047553
CN_718720,93742730,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,BEAUMONT,47.55718814,-72.83253348
CN_717720,93748730,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,LA TUQUE,47.44506622,-72.79933057
CN_683720,93767470,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MATAWIN REMBLAI RIVE GAUCHE,46.8643857,-73.65771172
CN_682720,93767490,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,MATAWIN BARRAGE PRINCIPAL,46.8632164,-73.66155243
CN_1064720,93771560,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,GRAND-MÈRE,46.61572415,-72.67972317
CN_681720,93774780,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SHAWINIGAN,46.53745005,-72.7658105
CN_677720,93776890,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,LA GABELLE,46.44808377,-72.74213758
CN_684720,93785700,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,RAWDON,46.04881287,-73.73091888
CN_587720,93785280,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,BEAUDET,46.07155477,-71.97571702
CN_577720,93792020,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,WEEDON,45.66182642,-71.46398796
CN_578720,93795580,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,WESTBURY,45.49605312,-71.62550017
CN_580720,93797670,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,ABENAQUIS,45.39652827,-71.89558876
CN_579720,93797730,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,FRONTENAC,45.39529499,-71.89989463
CN_581720,93798700,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,ROCK FOREST,45.34197192,-71.99329462
CN_702720,93800040,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,LA GRANDE DAME,45.27190844,-72.1070701
CN_752720,93801900,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTE BURROUGHS,45.14945119,-72.0216911
CN_703720,93788780,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,DRUMMONDVILLE,45.88798103,-72.48486208
CN_704720,93789220,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHUTE HEMMINGS,45.86374248,-72.44976457
CN_582720,93796130,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,LAROCQUE,45.47600483,-71.95396058
CN_1065720,93797130,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHOINIÈRE,45.42048318,-72.61486053
CN_1115720,93789190,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SAINT-OURS,45.86508079,-73.14922
CN_705720,93796730,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,CHAMBLY,45.44426469,-73.26202447
CN_676720,93774010,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SAINT-NARCISSE,46.56089783,-72.41249084
CN_675720,93768250,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SAINT-ALBAN,46.71566994,-72.08374858
CN_947720,93758860,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SEPT-CHUTES BARRAGE DES,47.12193298,-70.82158661
CN_948720,93759350,dam,NICN920000000,Strait of Belle Isle - North Shore,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean,Atlantic Ocean,SEPT CHUTES MUR DE DÉRIVATION AVAL DES,47.12066456,-70.82765265
